adress,longitude,latitude,living_area,land_area,supplemental_area,patio,balcony,number_of_rooms,build_year,operating_cost,sold_price,living_to_land_ratio,area_per_room
"Torsjö 386, Skurup, Skurups",55.4402122,13.5422382,112.0,11461.0,19.0,0,0,3.0,2020,39499,6000000,0.009772271180525259,37.333333333333336
"Ringvägen 9, Ingarö - Brunn, Värmdö",59.27864,18.4247818,191.0,3274.0,8.0,0,0,8.0,1948,75178,7600000,0.058338423946243126,23.875
"Kullagatan 6, Oskarström, Halmstads",56.8024280673,12.9943647164,122.0,1558.0,85.0,0,0,5.0,1934,43676,1715000,0.07830551989730423,24.4
"Kungsvägen 25C, Rosersberg, Sigtuna",59.5821781735,17.8958313929,178.0,774.0,87.0,1,1,6.0,1946,45900,6000000,0.22997416020671835,29.666666666666668
"Östersnäsvägen 11, Sjövalla, Mölndals",57.663578,12.0536537,201.0,857.0,79.0,0,0,8.0,1972,50000,8650000,0.23453908984830804,25.125
"Klostervägen 36, Gustavsberg - Lugnet, Värmdö",59.3377037,18.38548,120.0,995.0,43.0,0,0,6.0,1964,61919,6550000,0.12060301507537688,20.0
"Hästhovsvägen 9, Forserum, Nässjö",57.7030945,14.4618044,135.0,850.0,65.0,0,0,5.0,1972,30300,2495000,0.1588235294117647,27.0
"Kung Valdemars väg 83, None, Vadstena",58.43941892006167,14.901939489859872,129.0,861.0,0.0,0,0,4.0,1975,33579,2000000,0.14982578397212543,32.25
"Timmervägen 70, Länna/Skogås, Huddinge",59.20972198066912,18.145938934234906,130.0,1197.0,40.0,1,1,6.0,1973,44898,7000000,0.1086048454469507,21.666666666666668
"Nyckelpigsvägen 34, Älvsjö/Herrängen, Stockholms",59.2726077658,17.9811999175,127.0,770.0,30.0,1,1,6.0,1951,71600,7500000,0.16493506493506493,21.166666666666668
"Bråtenvägen 3, Hemfosa, Haninge",59.06410465219653,17.975579589964713,23.0,1548.0,18.0,0,0,2.0,1958,12194,1700000,0.014857881136950904,11.5
"Herrökna Sofielund 1, Stjärnhov, Gnesta",59.10938329590412,16.96142818297551,96.0,4299.0,0.0,0,0,4.0,1909,29781,3400000,0.022330774598743892,24.0
"Liavägen 16, None, Degerfors",59.22469378542519,14.445117534023025,380.0,14578.0,160.0,1,1,14.0,1947,56423,4000000,0.026066675812868707,27.142857142857142
"Hövägen 18, Valsätra, Uppsala",59.81333347629753,17.633970407986006,124.0,448.7,73.0,1,0,8.0,1968,35053,5075000,0.27635391129930914,15.5
"Nabbagatan 38, Viared, Borås",57.6774181364,12.8095355033,155.0,3000.0,24.0,0,0,4.0,2016,42092,10500000,0.051666666666666666,38.75
"Fejaregatan 12, Hageby, Norrköpings",58.56530185108819,16.214779429829182,101.0,670.0,63.0,1,0,4.0,1964,36943,2515000,0.15074626865671642,25.25
"Falkbergsvägen 6, Landsnora, Sollentuna",59.4347918387,17.9692832584,275.0,5281.6,16.0,1,1,7.0,1998,62072,32000000,0.052067555286276886,39.285714285714285
"Fjällvägen 13, Öster Åstorp, Åstorps",56.1313808275229,12.9745418560548,158.0,673.0,0.0,1,1,5.0,1990,41738,3000000,0.23476968796433878,31.6
"Norra Ängsvägen 8, None, Hallstahammars",59.60639,16.2385254,120.0,792.0,103.0,0,0,6.0,1957,40590,2200000,0.15151515151515152,20.0
"Sabelgatan 3, Ljungbyhed, Klippans",56.0682869,13.2342987,138.0,1200.0,0.0,0,0,5.0,1983,30766,2100000,0.115,27.6
"Safjällsgatan 25, Mölndal Toltorpsdalen, Mölndals",57.66678,11.995163,118.0,744.0,73.0,0,0,5.0,1954,41400,5600000,0.1586021505376344,23.6
"Källebergsvägen 10, Fräntorp, Göteborgs",57.72741,12.0551414,82.0,485.0,71.0,0,0,6.0,1938,60600,5850000,0.16907216494845362,13.666666666666666
"Flintvägen 1, Nydalen, Askersunds",58.70454,14.95065,120.0,1005.0,10.0,0,0,4.0,1993,39707,2000000,0.11940298507462686,30.0
"Frötorpsvägen 40, Frötorp, Munkedals",58.45375736830606,11.678265221312804,167.0,12748.0,28.0,1,0,6.0,1987,38100,2500000,0.013100094132412927,27.833333333333332
"Björkvägen 8, Flen, Flens",59.0663033,16.5747967,99.0,879.0,99.0,0,0,4.0,1969,42848,1990000,0.11262798634812286,24.75
"Galoppstigen 6, Svinninge, Österåkers",59.4334755,18.27682,100.0,6530.0,0.0,0,0,5.0,1980,54907,20000000,0.015313935681470138,20.0
"Falkvägen 9, Hindås, Härryda",57.7031975,12.4421511,170.0,943.0,25.0,0,0,9.0,1959,29066,4150000,0.18027571580063625,18.88888888888889
"Västra Fåglabäcksvägen 33, Skillingaryd, Vaggeryds",57.43441,14.0900679,100.0,1641.0,32.0,0,0,5.0,1947,39042,1050000,0.06093845216331505,20.0
"Kapellsgatan 71, Bestorp, Falköpings",58.1699800579,13.5373359692,128.0,782.0,128.0,0,0,4.0,1966,49820,2000000,0.1636828644501279,32.0
"Norra Mariegatan 5A, Östanfors, Falu",60.6138945265,15.625944112,135.0,237.0,0.0,0,0,6.0,1983,52545,5100000,0.569620253164557,22.5
"Ockravägen 8, Beckomberga, Stockholms",59.3566348517,17.9045836349,141.0,164.0,6.0,1,1,6.0,2009,65871,8450000,0.8597560975609756,23.5
"Domarbovägen 20, Strömsbergs Bruk, Tierps",60.4000870142,17.5928787077,126.0,2907.0,57.0,0,0,6.0,1953,33337,3000000,0.043343653250773995,21.0
"Kulbanegatan 12, Haga, Västerås",59.6319733,16.5771389,81.0,882.0,9.0,0,0,4.0,1961,43600,3650000,0.09183673469387756,20.25
"Ringplatsen 1, Centralt, Oskarshamns",57.2639081699,16.4394341363,117.0,729.0,65.0,1,1,4.0,1935,29900,2250000,0.16049382716049382,29.25
"Södra Kungsvägen 122, Järvsta, Gävle",60.6492414101,17.2013636533,98.0,2263.0,33.0,1,0,4.0,1934,37268,2250000,0.04330534688466637,24.5
"Mastgatan 3, Örviken, Skellefteå",64.6698933162,21.1788262478,120.0,1213.0,0.0,1,0,4.0,1980,39162,2300000,0.0989282769991756,30.0
"Smedstorpsvägen 7, Ankarsrum, Västerviks",57.6927428784,16.32063433,103.0,2375.0,48.0,0,1,4.0,1939,31100,1050000,0.04336842105263158,25.75
"Gamla Landsvägen 150, Vittinge, Heby",59.9020788105,17.0689057633,80.0,862.0,80.0,0,0,3.0,1956,28134,1650000,0.09280742459396751,26.666666666666668
"Södra Rörum Wästantorp 4641, Wästantorp, Hörby",55.9274770799,13.7082230915,58.0,1000.0,0.0,1,0,3.0,1977,26980,660000,0.058,19.333333333333332
"Eduard Boyes gata 37, Enerbacken, Mölndals",57.6595519628,12.0295606138,80.0,473.0,0.0,1,0,5.0,1909,49664,4950000,0.16913319238900634,16.0
"Pelles krok 9, Mjälga, Borlänge",60.4820671,15.4549217,86.0,894.0,56.0,0,0,5.0,1923,55488,2250000,0.09619686800894854,17.2
"Hermans väg 11, Svenljunga, Svenljunga",57.4890268534,13.0981924406,158.0,1053.0,12.0,0,0,7.0,1978,24106,1600000,0.15004748338081672,22.571428571428573
"Skogsvägen 14, Tuna, Vimmerby",57.5745382487,16.1057971623,119.0,1384.0,0.0,0,0,4.0,1983,36000,750000,0.08598265895953758,29.75
"Vretgatan 2, Jössefors, Arvika",59.6724555122,12.5010567912,71.0,1783.0,66.0,0,0,3.0,1947,32975,1520000,0.039820527201346045,23.666666666666668
"Sörgårdavägen 15, Byske, Skellefteå",64.94924,21.19951,144.0,1519.0,29.0,0,0,5.0,1972,40243,1400000,0.09479921000658328,28.8
"Hokavägen 243-26, Tostarp, Karlshamns",56.2417770907,14.8316319117,160.0,4990.0,0.0,1,1,5.0,2006,67263,4200000,0.03206412825651302,32.0
"Risbro 8, Järna, Södertälje",59.0939561928,17.5330157376,177.0,2627.0,0.0,1,0,6.0,1963,24338,5100000,0.0673772363913209,29.5
"Norra Vånga Stenkullen 1, Kvänum med omnejd, Vara",58.2484470916,13.2912347386,80.0,1067.0,3.0,0,0,3.0,1940,37239,750000,0.07497656982193064,26.666666666666668
"Skolgatan 2, Dalum, Ulricehamns",57.8995323,13.4699459,90.0,750.0,68.0,0,0,7.0,1961,25160,1060000,0.12,12.857142857142858
"Lekullen 6, Sävedalen, Partille",57.7177805612,12.08373706,143.0,662.0,105.0,1,1,10.0,1976,56531,5980000,0.21601208459214502,14.3
"Hjoggböle 42, None, Skellefteå",64.5878514909,20.937052651,81.0,1089.0,0.0,0,0,3.0,1946,32519,1000000,0.0743801652892562,27.0
"Cevelidsgatan 13, Söråker, Timrå",62.50462,17.5037479,105.0,622.0,105.0,0,0,6.0,1967,19910,605000,0.16881028938906753,17.5
"Sandhedsvägen 5, Gustavsfält, Halmstads",56.6676252484,12.8940602826,97.0,786.79,20.0,0,0,4.0,1965,41602,2910000,0.1232857560467215,24.25
"Doktorsvägen 7, Gysinge, Sandvikens",60.2896735957,16.8908257892,137.0,804.0,0.0,0,0,5.0,1976,44534,695000,0.17039800995024876,27.4
"Piratens väg 2, Kristianstad, Kristianstads",56.04896029523969,14.18890368849332,135.0,871.0,0.0,0,0,4.0,1975,42317,2600000,0.1549942594718714,33.75
"Curmansvägen 3, Skänninge, Mjölby",58.3978215226,15.0795233032,120.0,768.0,70.0,1,1,5.0,1956,35902,2500000,0.15625,24.0
"Geografigränd 10, Bureå, Skellefteå",64.6237721818,21.1947681057,138.0,481.0,0.0,0,0,6.0,1982,45357,1825000,0.2869022869022869,23.0
"Norra Niemisel 138, Niemisel, Luleå",66.00370168757429,22.020075790002704,56.0,6696.0,0.0,0,0,2.0,2012,11938,1450000,0.008363201911589008,28.0
"Gruppvägen 4, Erikslund, Bodens",65.8247229227436,21.73251525074951,81.0,812.0,80.0,0,0,3.0,1958,49558,2225000,0.09975369458128079,27.0
"Aprilvägen 11, Trollbäcken, Tyresö",59.22667167779329,18.225296886737063,175.0,1030.0,0.0,0,0,6.0,1992,36150,5950000,0.16990291262135923,29.166666666666668
"Ekebyholmshöjden 12, Ekebyholmshöjden, Norrtälje",59.76462026135969,18.385354223697217,200.0,1650.0,60.0,1,0,7.0,2016,20500,4910000,0.12121212121212122,28.571428571428573
"Sälgvägen 15, Åhus, Kristianstads",55.90903908654643,14.277037358336454,141.0,726.0,33.0,0,0,6.0,1975,40884,3300000,0.19421487603305784,23.5
"Skurhagagatan 3, None, Kungälvs",57.86828391551098,11.96596923831039,127.0,603.0,125.0,0,0,6.0,1966,34000,4700000,0.21061359867330018,21.166666666666668
"Över-Restad 165, Hålta, Kungälvs",57.903296626853454,11.86821845210206,126.0,1693.0,0.0,0,0,6.0,2017,34940,5050000,0.0744240992321323,21.0
"Videvägen 17, Lövboås, Hallstahammars",59.618350473897856,16.246457383475864,132.0,790.0,37.0,0,0,6.0,1966,55545,2500000,0.1670886075949367,22.0
"Byleslingan 12, Kragstalund, Vallentuna",59.50604331659388,18.071915444234744,145.0,638.0,26.0,0,0,5.0,2003,38512,7010000,0.22727272727272727,29.0
"Bokvägen 59A, Tullinge Villastad, Botkyrka",59.222746442750754,17.918285521278477,155.0,902.0,0.0,1,1,5.0,2002,43032,6000000,0.17184035476718404,31.0
"Frennarps bygata 58, Frennarp, Halmstads",56.69238690850198,12.88476639107896,131.0,233.5,0.0,1,1,5.0,1979,28635,3500000,0.5610278372591007,26.2
"Vinkelgatan 5, Hälleforsnäs, Flens",59.14953067480339,16.483477569240645,94.0,1450.0,65.0,0,0,3.0,1929,52350,1280000,0.06482758620689655,31.333333333333332
"Låglandsgatan 21, None, Malmö",55.57520025290419,12.917371070779875,125.0,846.0,87.0,0,0,4.0,1966,39641,8400000,0.14775413711583923,31.25
"Forsvägen 51B, Trångsund, Huddinge",59.236760808963616,18.13916155558629,169.0,746.0,58.0,0,0,5.0,1983,55786,8300000,0.22654155495978553,33.8
"Rådjursvägen 4, Färgelanda, Färgelanda",58.57201996152456,12.000094999036094,88.0,745.0,88.0,1,0,6.0,1972,35183,1275000,0.11812080536912752,14.666666666666666
"Slupvägen 1, Onsala, Kungsbacka",57.396712539,12.0102471027,158.0,1038.0,0.0,1,0,5.0,1976,38000,4950000,0.15221579961464354,31.6
"Solbergavägen 4, Centralt, Nykvarns",59.17815539920814,17.440229376044172,116.0,948.0,141.0,0,0,5.0,1970,34200,3750000,0.12236286919831224,23.2
"Gevåg 148, Hammarstrand, Ragunda",63.14111523672769,16.33934645116785,105.0,5915.0,60.0,0,0,4.0,1952,85500,565000,0.01775147928994083,26.25
"Jägarnäsvägen 28, Jägarnäs, Ludvika",60.1238524552,15.1920798445,112.0,1068.0,88.0,0,0,5.0,1955,33884,1925000,0.10486891385767791,22.4
"Örtagårdsvägen 35, Örnsköldsvik, Örnsköldsviks",63.313966864752686,18.74725918854876,155.0,764.0,60.0,1,1,7.0,1970,44318,2740000,0.20287958115183247,22.142857142857142
"Elidas väg 3, Sälen, Malung-Sälens",61.15962043505295,13.271500819270232,180.0,1576.0,42.0,0,0,8.0,2006,57653,6300000,0.11421319796954314,22.5
"Luleåvägen 26, Silfwerbrandshöjden, Gällivare",67.13506037931131,20.69113241062201,120.0,800.0,50.0,0,0,4.0,2022,36580,3300000,0.15,30.0
"Häggvägen 5, Hemmestorps Fure, Sjöbo",55.6161156,13.546958,100.0,3485.0,0.0,0,0,4.0,1954,36740,3100000,0.028694404591104734,25.0
"Tenorvägen 4, Lindesberg, Lindesbergs",59.6107254,15.2110806,153.0,539.0,0.0,0,0,7.0,1980,45200,2300000,0.28385899814471244,21.857142857142858
"Magnarpsgränd 5, Djupadal, Malmö",55.5721054,12.957592,128.0,580.0,35.0,0,0,4.0,1966,24808,4200000,0.2206896551724138,32.0
"Framhällagatan 4, Riseberga - Kungshälla - Husie, Malmö",55.5966262275328,13.08598767775618,125.0,1000.0,76.0,0,0,4.0,1926,40400,4400000,0.125,31.25
"Klocklyckevägen 23, Gemla/Öja, Växjö",56.85213,14.621974,188.0,938.0,33.0,0,0,8.0,1981,33200,3860000,0.20042643923240938,23.5
"Centralvägen 18, Örsjö, Nybro",56.701618759535,15.7487376745243,119.0,2518.0,59.0,0,0,5.0,1928,61205,850000,0.047259729944400315,23.8
"Sothönevägen 6, Ullna strand, Täby",59.4750252,18.1264763,158.0,420.0,7.0,0,0,6.0,2016,44348,8800000,0.3761904761904762,26.333333333333332
"Hindergårdsgatan 14E, Rynningeåsen, Örebro",59.284873508058,15.2420961248228,117.0,115.0,3.0,0,0,5.0,2011,36058,4100000,1.017391304347826,23.4
"Sundhammarsvägen 610, Kärna, Kungälvs",57.8448563,11.7245636,188.0,2010.0,0.0,0,0,6.0,2000,33658,5500000,0.09353233830845771,31.333333333333332
"Ryttarvägen 12, None, Alvesta",56.90711,14.5376167,195.0,836.0,195.0,0,0,5.0,1968,56834,1900000,0.2332535885167464,39.0
"Törevägen 6, Ålem, Mönsterås",56.9600677,16.3742332,117.0,1017.0,0.0,0,0,4.0,1987,30000,800000,0.11504424778761062,29.25
"Högalidsgatan 7A, Lamberget, Karlstads",59.3776131,13.53362,98.0,562.0,93.0,0,0,6.0,1964,53454,4300000,0.17437722419928825,16.333333333333332
"Vesslavägen 16, Friggesund, Hudiksvalls",61.8978729,16.55704,124.0,871.0,124.0,0,0,6.0,1963,21321,1850000,0.1423650975889782,20.666666666666668
"Smedjekullsgatan 15, Rostorp, Malmö",55.6145744,13.0450583,116.0,656.0,70.0,0,0,5.0,1923,61219,6275000,0.17682926829268292,23.2
"Biskopsbo Lunden 1, Vrigstad, Sävsjö",57.3658638,14.4943218,80.0,1982.0,45.0,0,0,2.0,1909,33700,875000,0.04036326942482341,40.0
"Gustafsgatan 22, Centrum, Ystads",55.4334869,13.8069677,100.0,819.0,0.0,0,0,3.0,1958,35887,3000000,0.1221001221001221,33.333333333333336
"Rödmyren 102, None, Stenungsunds",58.1456146,11.8725967,152.0,3545.0,35.0,0,0,4.0,1974,50578,3025000,0.042877291960507755,38.0
"Rönnhagegatan 5, Söderkulla, Malmö",55.570507,13.0151157,147.0,696.0,100.0,0,0,5.0,1937,32434,3600000,0.21120689655172414,29.4
"Konsul Bohmans väg 5, Gåshaga, Lidingö",59.36120099861233,18.222377754827896,161.0,639.0,0.0,0,0,5.0,2002,64300,14600000,0.2519561815336463,32.2
"Mellangårdsvägen 11, Lanna, Lekebergs",59.23673,14.9079247,151.0,1453.0,50.0,0,0,5.0,2005,62054,4800000,0.10392291810048176,30.2
"Rörsoppsvägen 32, Enskede - Tallkrogen, Stockholms",59.27578,18.08448,107.0,554.0,107.0,0,0,6.0,1939,34548,8995000,0.1931407942238267,17.833333333333332
"Tistladalsvägen 3, Båstad - Centralt, Båstads",56.42125,12.8427544,176.0,708.0,12.0,0,0,6.0,1976,31858,4700000,0.24858757062146894,29.333333333333332
"Vättlösa kyrkby Björktuna 1, None, Götene",58.51331221371498,13.489783833638834,112.0,1665.0,112.0,0,0,5.0,1944,54500,650000,0.06726726726726727,22.4
"Fornvägen 25, Löddeköpinge - Centralt, Kävlinge",55.76469331698435,13.004433169200151,157.0,470.0,0.0,0,0,6.0,1982,45500,3800000,0.33404255319148934,26.166666666666668
"Grundtjärnsvägen 11, Södermalm, Lycksele",64.5859591879395,18.6569692943633,84.0,874.0,36.0,0,0,4.0,1958,39516,1075000,0.09610983981693363,21.0
"Vinberga 132, Vinberga, Motala",58.4429855,15.11204,143.0,1962.0,0.0,0,0,5.0,1977,55571,1530000,0.0728848114169215,28.6
"Bergåsavägen 6, Kristvallabrunn, Nybro",56.7768,16.0455837,99.0,840.0,123.0,0,0,5.0,1976,43261,1200000,0.11785714285714285,19.8
"Södra Bredåker 107, Södra Bredåker, Bodens",65.8973124726892,21.321932215936982,180.0,1619.0,80.0,1,0,5.0,1976,58500,1400000,0.11117974058060531,36.0
"Köttorp Hästhagen 1, None, Tidaholms",58.16076,13.961175,177.0,1451.0,88.0,0,0,5.0,1976,27057,2250000,0.12198483804272915,35.4
"Rösjövägen 3 A-C, Rö, Norrtälje",59.6981303260059,18.3975762803212,150.0,2049.0,250.0,0,0,10.0,1972,42500,5000000,0.07320644216691069,15.0
"Verkstadsvägen 1, Vilshult, Olofströms",56.3585342020437,14.4794078461478,97.0,1029.0,12.0,0,0,4.0,1957,29300,690000,0.09426627793974733,24.25
"Laborantgatan 17, Mörarp, Helsingborgs",56.054,12.8768845,108.0,897.0,138.0,0,0,4.0,1981,28030,2950000,0.12040133779264214,27.0
"Bäckvägen 10, Viggestorp, Finspångs",58.7044461996934,15.7540930924921,90.0,1286.0,0.0,0,0,4.0,1926,40661,1400000,0.06998444790046657,22.5
"Gamla allén 2, Saltsjö-Duvnäs, Nacka",59.30697,18.2039871,207.0,1028.0,27.0,0,0,7.0,1963,51517,12600000,0.20136186770428016,29.571428571428573
"Lövbrunnavägen 42, Lövbrunna, Täby",59.47227,18.0482063,115.0,1290.0,74.0,0,0,5.0,1955,44926,8640000,0.08914728682170543,23.0
"Gynkelstorp Norregård 1, Tolg, Växjö",57.091732,14.7461462,260.0,30000.0,32.0,0,0,7.0,1905,51600,5350000,0.008666666666666666,37.142857142857146
"Ramsågsvägen 12, Jungfrusund, Ekerö",59.27201,17.8411865,235.0,1008.0,28.0,0,0,6.0,2018,42166,15600000,0.23313492063492064,39.166666666666664
"Mörkövägen 70, Tallkrogen - Enskede, Stockholms",59.270469577118185,18.08061444777959,66.0,493.0,62.0,1,0,5.0,1938,60900,7375000,0.13387423935091278,13.2
"Ljungbacksvägen 38, Genarp, Lunds",55.5965924347385,13.392789752239608,114.0,1069.0,114.0,0,0,4.0,1968,50100,3300000,0.10664172123479888,28.5
"Vårkullastigen 5, Adolfsberg, Örebro",59.23625,15.1728325,205.0,892.0,0.0,0,0,6.0,1975,35079,5100000,0.22982062780269058,34.166666666666664
"Lindvägen 11, Centrala Hallstavik, Norrtälje",60.0526179441313,18.598708884312,100.0,1075.0,80.0,0,0,6.0,1927,16000,880000,0.09302325581395349,16.666666666666668
"Örkälla 55, Örkälla, Uppsala",60.0671896144115,17.719575643652,80.0,2401.0,0.0,1,0,3.0,1973,21120,2200000,0.03331945022907122,26.666666666666668
"Villebrådsvägen 4, Nöbbelöv, Lunds",55.730217,13.1672859,143.0,456.0,0.0,0,0,4.0,1977,36866,5900000,0.31359649122807015,35.75
"Holmgatan 5, None, Landskrona",55.8858223,12.8127832,276.0,1044.0,49.0,0,0,10.0,1970,74461,6200000,0.26436781609195403,27.6
"Tallbacksvägen 2, Ängelsberg, Fagersta",59.95727,16.0111523,206.0,1870.0,57.0,0,0,9.0,1907,40017,5500000,0.11016042780748662,22.88888888888889
"Sannerudsgatan 11, Centralt, Kils",59.5022936345,13.3265848266,98.0,1119.0,92.0,0,0,4.0,1949,45593,1695000,0.08757819481680071,24.5
"Putsaregatan 2, Ekeby, Bjuvs",55.995697,12.963479,157.0,474.0,0.0,0,0,6.0,1978,30700,1950000,0.33122362869198313,26.166666666666668
"Valtorp Junkergården 9, Valtorp, Falköpings",58.2356916191,13.6309880607,80.0,630.0,0.0,0,0,3.0,1966,29308,1200000,0.12698412698412698,26.666666666666668
"Skivlingstigen 2, Bålsta - Väppebyberget, Håbo",59.5591213041,17.5137976351,115.0,225.0,0.0,1,0,4.0,1974,51706,4010000,0.5111111111111111,28.75
"Solbackegatan 4, Villastaden, Kristinehamns",59.3211875054,14.1181749511,135.0,850.0,95.0,1,1,6.0,1956,52834,1700000,0.1588235294117647,22.5
"Mickelvägen 2, Hällefors, Hällefors",59.7936409987,14.527050358,110.0,3450.0,60.0,1,1,4.0,1947,31231,1050000,0.03188405797101449,27.5
"Sjökortsgatan 14, Ursviken, Skellefteå",64.70117,21.19179,111.0,1065.0,16.0,0,0,4.0,1985,40166,2875000,0.10422535211267606,27.75
"Karlsborgsvägen 11, Tomelilla, Tomelilla",55.5401955,13.9412165,122.0,842.0,31.0,0,0,5.0,1983,60476,2100000,0.14489311163895488,24.4
"Skansvägen 12, Hästö, Karlskrona",56.1840219606,15.6270624874,179.0,1152.0,42.0,1,1,6.0,1922,54126,4650000,0.15538194444444445,29.833333333333332
"Skiffervägen 1, Lindome | Annestorp, Mölndals",57.5846821606,12.0832574323,128.0,1154.0,128.0,1,0,9.0,1975,43427,5260000,0.11091854419410745,14.222222222222221
"Korta gatan 4, Sjöbo, Sjöbo",55.634,13.707175,176.0,926.0,0.0,0,0,6.0,1909,47403,2300000,0.1900647948164147,29.333333333333332
"Skute 130, Fåker, Östersunds",63.0037138077,14.6472489393,120.0,4467.0,1.0,1,0,5.0,1937,7579,800000,0.026863666890530557,24.0
"Orrgången 6, Sommarbyarna, Sjöbo",55.6331056075,13.6668479526,70.0,866.0,0.0,1,0,3.0,1960,32891,1550000,0.08083140877598152,23.333333333333332
"Centralvägen 18, Dösjebro, Kävlinge",55.8212967,13.0301657,232.0,750.0,58.0,0,0,6.0,1979,44214,4550000,0.30933333333333335,38.666666666666664
"Söderby torgs allé 58, Söderby, Salems",59.2068840825,17.7871178979,171.0,733.0,0.0,0,0,7.0,2007,41500,6350000,0.23328785811732605,24.428571428571427
"Kvarnabergsvägen 46, None, Lindesbergs",59.6465569395,15.2218602575,122.0,4370.0,63.0,0,0,4.0,1936,45400,1000000,0.027917620137299773,30.5
"Gotenhofsgatan 10, Visby Hällarna, Gotlands",57.63016537810645,18.283937705173628,112.0,1120.0,58.0,1,1,5.0,1937,48244,6500000,0.1,22.4
"Terminalvägen 8, Björbo, Gagnefs",60.45275106463591,14.728354901762216,64.0,1073.0,12.0,0,0,2.0,1909,22900,750000,0.05964585274930102,32.0
"Ringvägen 2B, Hanviken, Tyresö",59.2391432287001,18.19771597542513,135.0,1115.0,5.0,0,0,5.0,1970,48267,5325000,0.1210762331838565,27.0
"Stationsgatan 4, Ingatorp, Eksjö",57.6349358511,15.416604611,120.0,2778.0,120.0,1,1,6.0,1919,38146,625000,0.04319654427645788,20.0
"Måns Vidéns väg 9, None, Växjö",57.060524400129566,15.061003257875996,104.0,1060.0,104.0,1,0,4.0,1968,37677,835000,0.09811320754716982,26.0
"Andalen 99, Andalen, Göteborgs",57.699428860407686,11.749110669838778,130.0,2545.4,20.0,0,0,5.0,1996,43944,7050000,0.05107252298263534,26.0
"Åkergränd 2, Bohus, Ale",57.841663213696464,12.018522609034669,110.0,927.0,50.0,0,0,5.0,1957,39370,4750000,0.1186623516720604,22.0
"Parkgatan 30, Centralt, Habo",57.90571663055534,14.084758860371537,125.0,1084.0,125.0,0,0,7.0,1957,36919,3500000,0.11531365313653137,17.857142857142858
"Pumpvägen 25, Kärleken, Halmstads",56.69833163758532,12.849257415695394,178.0,1005.0,50.0,1,1,6.0,1980,36700,4050000,0.1771144278606965,29.666666666666668
"Egnahemsvägen 4, Sandared, Borås",57.71508950185183,12.794247663496575,81.0,1038.0,81.0,0,0,5.0,1955,21300,2550000,0.07803468208092486,16.2
"Gökvägen 9, Lyckorna, Kävlinge",55.75115753020113,12.995158558589038,100.0,1193.0,11.0,1,0,4.0,1964,21267,3600000,0.08382229673093043,25.0
"Bogerud 49, Östra Ämtervik, Sunne",59.7552714484,13.3333639962,100.0,76813.0,5.0,0,0,3.0,1919,26400,2450000,0.001301862965904209,33.333333333333336
"Bergvägen 7, Skaulo, Gällivare",67.41462738750738,21.11725845131001,117.0,917.0,43.0,0,0,6.0,1974,48829,1160000,0.12758996728462377,19.5
"Västerlidsvägen 30, Överum, Västerviks",57.985930344473005,16.299365349023077,94.0,914.0,94.0,1,0,4.0,1968,48158,605000,0.10284463894967177,23.5
"Byringevägen 47, Hållsta, Eskilstuna",59.29948809396117,16.45949750985762,116.0,1206.0,116.0,0,0,5.0,1968,48457,2390000,0.09618573797678276,23.2
"Blåbärsstigen 1, Gällstad, Ulricehamns",57.6999461631372,13.498014501297344,198.0,1549.0,93.0,1,1,6.0,1974,50619,1280000,0.12782440284054228,33.0
"Krokanvägen 18, Sköndal, Stockholms",59.2541666695,18.1031641928,70.0,499.0,70.0,0,0,4.0,1950,46997,6125000,0.1402805611222445,17.5
"Trädgårdsvägen 4, Saltvik, Vansbro",60.51802262049011,14.230234059049716,230.0,1080.0,112.0,0,0,7.0,1940,26400,2400000,0.21296296296296297,32.857142857142854
"Bergsjöholmsvägen 25, Norsesund, Alingsås",57.87349018332431,12.463703897445791,199.0,2514.0,80.0,0,0,8.0,2004,48578,5500000,0.07915672235481305,24.875
"Nås Åby 360, Hedemora, Hedemora",60.2373701592949,15.982128571840551,145.0,3650.0,53.0,0,0,6.0,1930,46946,2010000,0.03972602739726028,24.166666666666668
"Tallbacksvägen 15, Gagnef Kyrkbyn, Gagnefs",60.59151719246793,15.076339522946212,270.0,2418.0,0.0,0,0,6.0,1897,58846,3300000,0.11166253101736973,45.0
"Ryrsjön 106, Göta och Ryrsjön, Lilla Edets",58.11206857914998,12.165817149876451,110.0,677.0,17.0,0,0,4.0,2013,42940,2750000,0.16248153618906944,27.5
"Ekskogens Gård 12, Ekskogen - Kårsta, Vallentuna",59.6333275,18.229681,136.0,2344.0,0.0,0,0,7.0,1914,30967,5800000,0.05802047781569966,19.428571428571427
"Norra Källtorpsvägen 7, Sörby, Örebro",59.2634277,15.2322073,90.0,506.0,60.0,0,0,6.0,1934,37781,6300000,0.17786561264822134,15.0
"Lyegatan 18, Visby Öster, Gotlands",57.63718,18.3242569,96.0,731.0,121.0,0,0,6.0,1969,50579,3150000,0.13132694938440492,16.0
"Ryggåsvägen 4, Björklinge, Uppsala",60.0406456,17.5566,97.0,790.0,93.0,0,0,4.0,1965,62100,3975000,0.12278481012658228,24.25
"Minkvägen 3, Holmsund, Umeå",63.7124176,20.386837,139.0,527.0,41.0,0,0,5.0,1978,41854,3350000,0.2637571157495256,27.8
